"Mês/Ano";"Tipo";"Tipo de Favorecido";"UF";"Nome do Favorecido";"CPF/CNPJ";"Município";"Função";"Programa Orçamentário";"Ação Orçamentária";"Linguagem Cidadã";"Valor Transferido";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"07.557.399/0001-55";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.393,90";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"01.940.817/0001-02";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.005,70";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"08.061.492/0001-37";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.348,61";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA DA ESCOLA ISAAC PEREIRA DA SILVA";"07.234.315/0001-42";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.355,08";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR SAGRADO CORACAO DE JESUS";"03.248.308/0001-49";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.287,53";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR E UNIDADE EXECUTORA GENERAL SAMPAIO";"35.834.759/0001-54";"GARANHUNS";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.828,16";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"01.943.392/0001-95";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"5.664,87";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"01.937.786/0001-30";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.160,98";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"01.990.495/0001-06";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.536,24";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA CRECHE MUNICIPAL PROFESSORA SILVIA CRISTINA SANTOS BOTELHO";"34.440.880/0001-39";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.420,55";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"01.934.012/0001-56";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"5.037,28";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL PROFESSORA NAZETE VIEIRA DE LIMA";"11.171.894/0001-07";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.419,78";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL PROFESSOR ACHILES SALES DA SILVA";"33.675.361/0001-97";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.089,81";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR JOSE FERREIRA SOBRINHO";"01.929.804/0001-32";"GARANHUNS";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.759,07";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR SAO JOSE";"03.206.319/0001-66";"GARANHUNS";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.708,08";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR JOAO PESSOA";"01.929.575/0001-56";"GARANHUNS";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.106,37";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCACAO";"01.930.394/0001-40";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.510,36";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL ALBENICE MARIA DA SILVA";"29.269.458/0001-22";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.290,38";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"01.940.699/0001-32";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.080,49";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR SAO FRANCISCO DE ASSIS";"04.755.538/0001-67";"GARANHUNS";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.096,28";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"BANCO ESCOLAR GREGORIO BEZERRA";"01.993.477/0001-88";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"5.076,10";
"12/2020";"Legais, Voluntárias e Específicas";"Fundo Público";"PE";"FUNDO MUNICIPAL DE SAUDE";"41.090.291/0001-33";"RECIFE";"Saúde";"ATENCAO ESPECIALIZADA A SAUDE";"ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA INTERNACIONAL DECORRENTE DO CORONAVIRUS";"Sem informação";"3.084.001,00";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"12.058.627/0001-82";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.590,85";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"01.971.953/0001-60";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"6.926,52";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"07.537.555/0001-16";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.772,01";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR EM ESCOLA NOSSA SENHORA DE LOURDES";"03.340.535/0001-08";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.815,22";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"07.550.995/0001-03";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.015,79";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"01.937.787/0001-85";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.672,11";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCACAO";"01.937.673/0001-35";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"9.223,37";
"12/2020";"Legais, Voluntárias e Específicas";"Fundo Público";"PE";"FUNDO MUNICIPAL DE SAUDE DE OLINDA";"09.131.029/0001-87";"OLINDA";"Saúde";"ATENCAO ESPECIALIZADA A SAUDE";"ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA INTERNACIONAL DECORRENTE DO CORONAVIRUS";"Sem informação";"180.590,25";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR PROFESSORA ROSYCLEIDE GONZAGA MACEDO";"03.359.982/0001-09";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"6.667,72";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO-EDUCATIVO DA ESCOLA MUNICIPAL JOAO BOSCO DE SENA";"01.940.703/0001-62";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.296,85";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"01.949.982/0001-25";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.529,77";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"BANCO ESCOLAR DOM AZEVEDO COUTINHO";"01.980.039/0001-85";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"6.150,12";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"BANCO EESCOLAR MIZAEL MONTENEGRO FILHO";"03.506.984/0001-75";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.012,17";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DO CEMEI PROFESSORA MARINALVA MARIA VICENTE";"14.537.262/0001-02";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.996,38";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA INSTITUTO BIBLICO DO NORTE";"33.392.054/0001-07";"GARANHUNS";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.559,27";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"11.171.933/0001-68";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.203,42";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"BANCO ESCOLAR NOVA OLINDA";"03.507.075/0001-51";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.999,23";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"03.223.979/0001-55";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.957,56";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"01.941.520/0001-61";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"5.386,66";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL BELEM DE JUDA";"01.938.979/0001-06";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.966,88";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA BANCO ESCOLAR REVERENDO JULIAO FERREIRA";"17.049.882/0001-82";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.879,92";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"01.952.707/0001-60";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.924,44";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA CONSELHO ESCOLAR MARIA TAVARES DO NASCIMENTO";"08.048.806/0001-61";"GARANHUNS";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.151,66";
"12/2020";"Legais, Voluntárias e Específicas";"Fundo Público";"PE";"FUNDO MUNICIPAL DE SAUDE";"11.371.082/0001-05";"CARUARU";"Saúde";"ATENCAO ESPECIALIZADA A SAUDE";"ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA INTERNACIONAL DECORRENTE DO CORONAVIRUS";"Sem informação";"696.168,00";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"03.205.089/0001-10";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.843,18";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"BANCO ESCOLAR CENTRO DE ASSISTENCIA SOCIAL";"01.957.934/0001-89";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.086,96";
"12/2020";"Legais, Voluntárias e Específicas";"Fundo Público";"PE";"FUNDO MUNICIPAL DE SAUDE";"09.342.856/0001-10";"GARANHUNS";"Saúde";"ATENCAO ESPECIALIZADA A SAUDE";"ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA INTERNACIONAL DECORRENTE DO CORONAVIRUS";"Sem informação";"211.638,00";
